analysisId,analysisName,sqlFileName,startDay,endDay,subType,domainId,domainTable,domainConceptId,domainStartDate,domainEndDate,isDefault,description
121,VisitOccurrenceRecordCountsByPosLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service observed in the long term window.
122,VisitOccurrenceRecordCountsByCoLongTerm,RecordCounts.sql,longTermStartDays,endDays,condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence observed in the long term window.
123,VisitOccurrenceRecordCountsByPoLongTerm,RecordCounts.sql,longTermStartDays,endDays,procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by procedure occurrence observed in the long term window.
124,VisitOccurrenceRecordCountsByDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by drug exposure observed in the long term window.
125,VisitOccurrenceRecordCountsByPosCoLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence observed in the long term window.
126,VisitOccurrenceRecordCountsByPosPoLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and procedure occurrence observed in the long term window.
127,VisitOccurrenceRecordCountsByPosDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and drug exposure observed in the long term window.
128,VisitOccurrenceRecordCountsByPosCoPoLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and procedure occurrence observed in the long term window.
129,VisitOccurrenceRecordCountsByPosCoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and drug exposure observed in the long term window.
130,VisitOccurrenceRecordCountsByPosCoPoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & condition_occurrence & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and procedure occurrence and drug exposure observed in the long term window.
131,VisitOccurrenceRecordCountsByPosPoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and procedure occurrence and drug exposureobserved in the long term window.
132,VisitOccurrenceRecordCountsByCoPoLongTerm,RecordCounts.sql,longTermStartDays,endDays,condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence and procedure occurrence observed in the long term window.
133,VisitOccurrenceRecordCountsByCoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence and drug exposure observed in the long term window.
134,VisitOccurrenceRecordCountsByPoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by procedure occurrence and drug exposure observed in the long term window.
140,VisitOccurrenceRecordCountsMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,all,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records observed in the medium term window.
141,VisitOccurrenceRecordCountsByPosMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,place_of_service,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service observed in the medium term window.
142,VisitOccurrenceRecordCountsByCoMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence observed in the medium term window.
143,VisitOccurrenceRecordCountsByPoMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by procedure occurrence observed in the medium term window.
144,VisitOccurrenceRecordCountsByDeMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by drug exposure observed in the medium term window.
145,VisitOccurrenceRecordCountsByPosCoMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,place_of_service & condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence observed in the medium term window.
146,VisitOccurrenceRecordCountsByPosPoMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,place_of_service & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and procedure occurrence observed in the medium term window.
147,VisitOccurrenceRecordCountsByPosDeMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,place_of_service & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and drug exposure observed in the medium term window.
148,VisitOccurrenceRecordCountsByPosCoPoMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,place_of_service & condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and procedure occurrence observed in the medium term window.
149,VisitOccurrenceRecordCountsByPosCoDeMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,place_of_service & condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and drug exposure observed in the medium term window.
150,VisitOccurrenceRecordCountsByPosCoPoDeMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,place_of_service & condition_occurrence & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and procedure occurrence and drug exposure observed in the medium term window.
151,VisitOccurrenceRecordCountsByPosPoDeMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,place_of_service & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and procedure occurrence and drug exposureobserved in the medium term window.
152,VisitOccurrenceRecordCountsByCoPoMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence and procedure occurrence observed in the long term window.
153,VisitOccurrenceRecordCountsByCoDeMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence and drug exposure observed in the long term window.
154,VisitOccurrenceRecordCountsByPoDeMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by procedure occurrence and drug exposure observed in the long term window.
160,VisitOccurrenceRecordCountsShortTerm,RecordCounts.sql,shortTermStartDays,endDays,all,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records observed in the short term window.
161,VisitOccurrenceRecordCountsByPosShortTerm,RecordCounts.sql,shortTermStartDays,endDays,place_of_service,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service observed in the short term window.
162,VisitOccurrenceRecordCountsByCoShortTerm,RecordCounts.sql,shortTermStartDays,endDays,condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence observed in the short term window.
163,VisitOccurrenceRecordCountsByPoShortTerm,RecordCounts.sql,shortTermStartDays,endDays,procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by procedure occurrence observed in the short term window.
164,VisitOccurrenceRecordCountsByDeShortTerm,RecordCounts.sql,shortTermStartDays,endDays,drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by drug exposure observed in the short term window.
165,VisitOccurrenceRecordCountsByPosCoShortTerm,RecordCounts.sql,shortTermStartDays,endDays,place_of_service & condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence observed in the short term window.
166,VisitOccurrenceRecordCountsByPosPoShortTerm,RecordCounts.sql,shortTermStartDays,endDays,place_of_service & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and procedure occurrence observed in the short term window.
167,VisitOccurrenceRecordCountsByPosDeShortTerm,RecordCounts.sql,shortTermStartDays,endDays,place_of_service & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and drug exposure observed in the short term window.
168,VisitOccurrenceRecordCountsByPosCoPoShortTerm,RecordCounts.sql,shortTermStartDays,endDays,place_of_service & condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and procedure occurrence observed in the short term window.
169,VisitOccurrenceRecordCountsByPosCoDeShortTerm,RecordCounts.sql,shortTermStartDays,endDays,place_of_service & condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and drug exposure observed in the short term window.
170,VisitOccurrenceRecordCountsByPosCoPoDeShortTerm,RecordCounts.sql,shortTermStartDays,endDays,place_of_service & condition_occurrence & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and procedure occurrence and drug exposure observed in the short term window.
171,VisitOccurrenceRecordCountsByPosPoDeShortTerm,RecordCounts.sql,shortTermStartDays,endDays,place_of_service & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and procedure occurrence and drug exposure observed in the short term window.
172,VisitOccurrenceRecordCountsByCoPoShortTerm,RecordCounts.sql,shortTermStartDays,endDays,condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence and procedure occurrence observed in the short term window.
173,VisitOccurrenceRecordCountsByCoDeShortTerm,RecordCounts.sql,shortTermStartDays,endDays,condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence and drug exposure observed in the short term window.
174,VisitOccurrenceRecordCountsByPoDeShortTerm,RecordCounts.sql,shortTermStartDays,endDays,procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by procedure occurrence and drug exposure observed in the short term window.
180,VisitOccurrenceRecordCountsInCohort,RecordCounts.sql,,,all,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records observed in the cohort period.
181,VisitOccurrenceRecordCountsByPosInCohort,RecordCounts.sql,,,place_of_service,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service observed in the cohort period.
182,VisitOccurrenceRecordCountsByCoInCohort,RecordCounts.sql,,,condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence observed in the cohort period.
183,VisitOccurrenceRecordCountsByPoInCohort,RecordCounts.sql,,,procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by procedure occurrence observed in the cohort period.
184,VisitOccurrenceRecordCountsByDeInCohort,RecordCounts.sql,,,drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by drug exposure observed in the cohort period.
185,VisitOccurrenceRecordCountsByPosCoInCohort,RecordCounts.sql,,,place_of_service & condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence observed in the cohort period.
186,VisitOccurrenceRecordCountsByPosPoInCohort,RecordCounts.sql,,,place_of_service & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and procedure occurrence observed in the cohort period.
187,VisitOccurrenceRecordCountsByPosDeInCohort,RecordCounts.sql,,,place_of_service & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and drug exposure observed in the cohort period.
188,VisitOccurrenceRecordCountsByPosCoPoInCohort,RecordCounts.sql,,,place_of_service & condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and procedure occurrence observed in the cohort period.
189,VisitOccurrenceRecordCountsByPosCoDeInCohort,RecordCounts.sql,,,place_of_service & condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and drug exposure observed in the cohort period.
190,VisitOccurrenceRecordCountsByPosCoPoDeInCohort,RecordCounts.sql,,,place_of_service & condition_occurrence & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and condition occurrence and procedure occurrence and drug exposure observed in the cohort period.
191,VisitOccurrenceRecordCountsByPosPoDeInCohort,RecordCounts.sql,,,place_of_service & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by place of service and procedure occurrence and drug exposure observed in the cohort period.
192,VisitOccurrenceRecordCountsByCoPoInCohort,RecordCounts.sql,,,condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence and procedure occurrence observed in the cohort period.
193,VisitOccurrenceRecordCountsByCoDeInCohort,RecordCounts.sql,,,condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by condition occurrence and drug exposure observed in the cohort period.
194,VisitOccurrenceRecordCountsByPoDeInCohort,RecordCounts.sql,,,procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence records limited by procedure occurrence and drug exposure observed in the cohort period.
201,ConditionEraAnyTimePrior,DomainConcept.sql,anyTimePrior,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,FALSE,One covariate per condition in the condition_era table overlapping with any time prior to index.
202,ConditionEraLongTerm,DomainConcept.sql,longTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,FALSE,One covariate per condition in the condition_era table overlapping with any part of the long term window.
203,ConditionEraMediumTerm,DomainConcept.sql,mediumTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,FALSE,One covariate per condition in the condition_era table overlapping with any part of the medium term window.
204,ConditionEraShortTerm,DomainConcept.sql,shortTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,FALSE,One covariate per condition in the condition_era table overlapping with any part of the short term window.
205,ConditionEraOverlapping,DomainConcept.sql,endDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,FALSE,One covariate per condition in the condition_era table overlapping with the end of the risk window.
206,ConditionEraStartLongTerm,DomainConcept.sql,longTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_start_date,FALSE,One covariate per condition in the condition_era table starting in the long term window.
207,ConditionEraStartMediumTerm,DomainConcept.sql,mediumTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_start_date,FALSE,One covariate per condition in the condition_era table starting in the medium term window.
208,ConditionEraStartShortTerm,DomainConcept.sql,shortTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_start_date,FALSE,One covariate per condition in the condition_era table starting in the short term window.
209,ConditionGroupEraAnyTimePrior,DomainConceptGroup.sql,anyTimePrior,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,FALSE,One covariate per condition era rolled up to groups in the condition_era table overlapping with any time prior to index.
210,ConditionGroupEraLongTerm,DomainConceptGroup.sql,longTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,TRUE,One covariate per condition era rolled up to groups in the condition_era table overlapping with any part of the long term window.
211,ConditionGroupEraMediumTerm,DomainConceptGroup.sql,mediumTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,FALSE,One covariate per condition era rolled up to groups in the condition_era table overlapping with any part of the medium term window.
212,ConditionGroupEraShortTerm,DomainConceptGroup.sql,shortTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,TRUE,One covariate per condition era rolled up to groups in the condition_era table overlapping with any part of the short term window.
213,ConditionGroupEraOverlapping,DomainConceptGroup.sql,endDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_end_date,FALSE,One covariate per condition era rolled up to groups in the condition_era table overlapping with the end of the risk window.
214,ConditionGroupEraStartLongTerm,DomainConceptGroup.sql,longTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_start_date,FALSE,One covariate per condition era rolled up to groups in the condition_era table starting in the long term window.
215,ConditionGroupEraStartMediumTerm,DomainConceptGroup.sql,mediumTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_start_date,FALSE,One covariate per condition era rolled up to groups in the condition_era table starting in the medium term window.
216,ConditionGroupEraStartShortTerm,DomainConceptGroup.sql,shortTermStartDays,endDays,all,Condition,condition_era,condition_concept_id,condition_era_start_date,condition_era_start_date,FALSE,One covariate per condition era rolled up to groups in the condition_era table starting in the short term window.
220,VisitOccurrenceDayCountsLongTerm,RecordCounts.sql,longTermStartDays,endDays,all,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days observed in the long term window.
221,VisitOccurrenceDayCountsByPosLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by place of service observed in the long term window.
222,VisitOccurrenceDayCountsByCoLongTerm,RecordCounts.sql,longTermStartDays,endDays,condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by condition occurrence observed in the long term window.
223,VisitOccurrenceDayCountsByPoLongTerm,RecordCounts.sql,longTermStartDays,endDays,procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by procedure occurrence observed in the long term window.
224,VisitOccurrenceDayCountsByDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by drug exposure observed in the long term window.
225,VisitOccurrenceDayCountsByPosCoLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by place of service and condition occurrence observed in the long term window.
226,VisitOccurrenceDayCountsByPosPoLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by place of service and procedure occurrence observed in the long term window.
227,VisitOccurrenceDayCountsByPosDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by place of service and drug exposure observed in the long term window.
228,VisitOccurrenceDayCountsByPosCoPoLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by place of service and condition occurrence and procedure occurrence observed in the long term window.
229,VisitOccurrenceDayCountsByPosCoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by place of service and condition occurrence and drug exposure observed in the long term window.
230,VisitOccurrenceDayCountsByPosCoPoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & condition_occurrence & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by place of service and condition occurrence and procedure occurrence and drug exposure observed in the long term window.
231,VisitOccurrenceDayCountsByPosPoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,place_of_service & procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by place of service and procedure occurrence and drug exposureobserved in the long term window.
232,VisitOccurrenceDayCountsByCoPoLongTerm,RecordCounts.sql,longTermStartDays,endDays,condition_occurrence & procedure_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by condition occurrence and procedure occurrence observed in the long term window.
233,VisitOccurrenceDayCountsByCoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,condition_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by condition occurrence and drug exposure observed in the long term window.
234,VisitOccurrenceDayCountsByPoDeLongTerm,RecordCounts.sql,longTermStartDays,endDays,procedure_occurrence & drug_exposure,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by procedure occurrence and drug exposure observed in the long term window.
240,VisitOccurrenceDayCountsMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,all,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days observed in the medium term window.
241,VisitOccurrenceDayCountsByPosMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,place_of_service,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by place of service observed in the medium term window.
242,VisitOccurrenceDayCountsByCoMediumTerm,RecordCounts.sql,mediumTermStartDays,endDays,condition_occurrence,Visit,visit_occurrence,visit_concept_id,visit_start_date,visit_end_date,FALSE,The number of visit occurrence days limited by condition occurrence observed in the medium term window.
